Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],,,problem_flag
40:30.5,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:30.6,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:30.7,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:30.7,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:30.8,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:30.9,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.0,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.0,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.1,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.2,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.3,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.3,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.4,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.5,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.6,58,108,1040,0,1,9.86,83.5,0,14.1,14.5,,,0
40:31.6,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:31.7,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:31.8,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:31.9,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:31.9,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:32.0,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:32.1,58,108,1040,0,1,9.97,83.5,0,14.1,14.5,,,0
40:32.2,58,108,1038,0,1,9.97,83.5,0,14.1,14.5,,,0
40:32.2,58,108,1038,0,1,9.97,83.5,0,14.1,14.5,,,0
40:32.3,58,108,1038,0,1,9.97,83.5,0,14.1,14.5,,,0
40:32.4,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.5,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.5,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.6,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.7,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.8,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.8,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:32.9,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:33.0,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:33.1,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:33.1,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.2,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.3,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.4,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.4,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.5,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.6,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.7,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.7,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.8,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:33.9,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.0,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.0,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.1,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.2,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.3,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.3,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.4,58,108,1040,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.5,58,108,1040,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.6,58,108,1040,0,1,9.77,83.5,0,14.1,14.5,,,0
40:34.6,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:34.7,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:34.8,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:34.9,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:34.9,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:35.0,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:35.1,58,108,1040,0,1,9.8,83.5,0,14.1,14.5,,,0
40:35.2,58,108,1039,0,1,9.8,83.5,0,14.1,14.5,,,0
40:35.2,58,108,1039,0,1,9.8,83.5,0,14.1,14.5,,,0
40:35.3,58,108,1039,0,1,9.8,83.5,0,14.1,14.5,,,0
40:35.4,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:35.5,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:35.5,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:35.6,58,108,1039,0,1,9.88,83.5,0,14.5,14.5,,,0
40:35.7,58,108,1039,0,1,9.88,83.5,0,14.5,14.5,,,0
40:35.8,58,108,1039,0,1,9.88,83.5,0,14.5,14.5,,,0
40:35.8,58,108,1039,0,1,9.88,83.5,0,14.5,14.5,,,0
40:35.9,58,108,1041,0,1,9.88,83.5,0,14.5,14.5,,,0
40:36.0,58,108,1041,0,1,9.88,83.5,0,14.5,14.5,,,0
40:36.1,58,108,1041,0,1,9.88,83.5,0,14.5,14.5,,,0
40:36.1,58,108,1041,0,1,9.83,83.5,0,14.5,14.5,,,0
40:36.2,58,108,1041,0,1,9.83,83.5,0,14.5,14.5,,,0
40:36.3,58,108,1041,0,1,9.83,83.5,0,14.5,14.5,,,0
40:36.4,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:36.4,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:36.5,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:36.6,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:36.7,58,108,1043,0,1,9.83,83.5,0,14.1,14.5,,,0
40:36.8,58,108,1043,0,1,9.83,83.5,0,14.1,14.5,,,0
40:36.9,58,108,1043,0,1,9.83,83.5,0,14.1,14.5,,,0
40:37.0,58,108,1043,0,1,9.63,83.5,0,14.1,14.5,,,0
40:37.0,58,108,1043,0,1,9.63,83.5,0,14.1,14.5,,,0
40:37.1,58,108,1043,0,1,9.63,83.5,0,14.1,14.5,,,0
40:37.2,58,108,1043,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.3,58,108,1043,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.3,58,108,1043,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.4,58,108,1043,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.5,58,108,1041,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.6,58,108,1041,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.6,58,108,1041,0,1,9.63,83.5,0,14.5,14.5,,,0
40:37.7,58,108,1041,0,1,9.94,83.5,0,14.5,14.5,,,0
40:37.8,58,108,1041,0,1,9.94,83.5,0,14.5,14.5,,,0
40:37.9,58,108,1041,0,1,9.94,83.5,0,14.5,14.5,,,0
40:37.9,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.0,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.1,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.2,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.2,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.3,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.4,58,108,1041,0,1,9.94,83.5,0,14.1,14.5,,,0
40:38.5,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:38.5,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:38.6,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:38.7,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:38.8,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:38.8,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:38.9,58,108,1041,0,1,9.63,83.5,0,14.1,14.5,,,0
40:39.0,58,108,1039,0,1,9.63,83.5,0,14.1,14.5,,,0
40:39.1,58,108,1039,0,1,9.63,83.5,0,14.1,14.5,,,0
40:39.1,58,108,1039,0,1,9.63,83.5,0,14.1,14.5,,,0
40:39.2,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.3,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.4,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.4,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.5,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.6,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.7,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.7,58,108,1040,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.8,58,108,1040,0,1,9.83,83.5,0,14.1,14.5,,,0
40:39.9,58,108,1040,0,1,9.83,83.5,0,14.1,14.5,,,0
40:40.0,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.0,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.1,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.2,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.3,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.3,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.4,58,108,1040,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.5,58,108,1041,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.6,58,108,1041,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.6,58,108,1041,0,1,9.91,83.5,0,14.1,14.5,,,0
40:40.7,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:40.8,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:40.9,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:40.9,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.0,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.1,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.2,58,108,1041,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.3,58,108,1037,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.4,58,108,1037,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.5,58,108,1037,0,1,9.83,83.5,0,14.1,14.5,,,0
40:41.5,58,108,1037,0,1,9.69,83.5,0,14.1,14.5,,,0
40:41.6,58,108,1037,0,1,9.69,83.5,0,14.1,14.5,,,0
40:41.7,58,108,1037,0,1,9.69,83.5,0,14.1,14.5,,,0
40:41.8,58,108,1037,0,1,9.69,83.5,0,14.5,14.5,,,0
40:41.8,58,108,1037,0,1,9.69,83.5,0,14.5,14.5,,,0
40:41.9,58,108,1037,0,1,9.69,83.5,0,14.5,14.5,,,0
40:42.0,58,108,1037,0,1,9.69,83.5,0,14.5,14.5,,,0
40:42.1,58,108,1039,0,1,9.69,83.5,0,14.5,14.5,,,0
40:42.1,58,108,1039,0,1,9.69,83.5,0,14.5,14.5,,,0
40:42.2,58,108,1039,0,1,9.69,83.5,0,14.5,14.5,,,0
40:42.3,58,108,1039,0,1,9.61,83.5,0,14.5,14.5,,,0
40:42.4,58,108,1039,0,1,9.61,83.5,0,14.5,14.5,,,0
40:42.4,58,108,1039,0,1,9.61,83.5,0,14.5,14.5,,,0
40:42.5,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:42.6,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:42.7,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:42.7,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:42.8,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:42.9,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:43.0,58,108,1039,0,1,9.61,83.5,0,14.1,14.5,,,0
40:43.0,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.1,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.2,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.3,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.3,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.4,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.5,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.6,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.6,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.7,58,108,1038,0,1,9.88,83.5,0,14.1,14.5,,,0
40:43.8,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:43.9,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:43.9,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:44.0,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.1,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.2,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.2,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.3,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.4,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.5,58,108,1038,0,1,9.86,83.5,0,14.5,14.5,,,0
40:44.5,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:44.6,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:44.7,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:44.8,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:44.8,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:44.9,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:45.0,58,108,1038,0,1,9.8,83.5,0,14.5,14.5,,,0
40:45.1,58,108,1039,0,1,9.8,83.5,0,14.5,14.5,,,0
40:45.1,58,108,1039,0,1,9.8,83.5,0,14.5,14.5,,,0
40:45.2,58,108,1039,0,1,9.8,83.5,0,14.5,14.5,,,0
40:45.3,58,108,1039,0,1,9.91,83.5,0,14.5,14.5,,,0
40:45.4,58,108,1039,0,1,9.91,83.5,0,14.5,14.5,,,0
40:45.4,58,108,1039,0,1,9.91,83.5,0,14.5,14.5,,,0
40:45.5,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:45.6,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:45.7,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:45.7,58,108,1039,0,1,9.91,83.5,0,14.1,14.5,,,0
40:45.8,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:45.9,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:46.0,58,108,1038,0,1,9.91,83.5,0,14.1,14.5,,,0
40:46.0,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.1,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.2,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.3,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.3,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.4,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.5,58,108,1038,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.6,58,108,1039,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.6,58,108,1039,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.7,58,108,1039,0,1,9.86,83.5,0,14.1,14.5,,,0
40:46.8,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:46.9,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:46.9,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.0,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.1,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.2,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.2,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.3,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.4,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.5,58,108,1039,0,1,9.88,83.5,0,14.1,14.5,,,0
40:47.5,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:47.6,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:47.7,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:47.8,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:47.8,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:47.9,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:48.0,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:48.1,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:48.1,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:48.2,58,108,1039,0,1,9.66,83.5,0,14.1,14.5,,,0
40:48.3,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.4,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.4,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.5,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.6,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.7,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.8,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.8,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:48.9,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:49.0,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:49.1,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.1,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.2,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.3,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.4,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.5,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.6,58,108,1039,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.7,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.7,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.8,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:49.9,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.0,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.0,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.1,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.2,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.3,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.3,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.4,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.5,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.5,58,108,1040,0,1,9.63,83.5,0,14.1,14.5,,,0
40:50.6,58,108,1040,0,1,9.72,83.5,0,14.1,14.5,,,0
40:50.7,58,108,1040,0,1,9.72,83.5,0,14.1,14.5,,,0
40:50.8,58,108,1040,0,1,9.72,83.5,0,14.1,14.5,,,0
40:50.9,58,108,1040,0,1,9.72,83.5,0,14.5,14.5,,,0
40:50.9,58,108,1040,0,1,9.72,83.5,0,14.5,14.5,,,0
40:51.0,58,108,1040,0,1,9.72,83.5,0,14.5,14.5,,,0
40:51.1,58,108,1040,0,1,9.72,83.5,0,14.5,14.5,,,0
40:51.2,58,108,1041,0,1,9.72,83.5,0,14.5,14.5,,,0
40:51.3,58,108,1041,0,1,9.72,83.5,0,14.5,14.5,,,0
40:51.4,58,108,1041,0,1,9.72,83.5,0,14.5,14.5,,,0
40:51.4,58,108,1041,0,1,9.8,83.5,0,14.5,14.5,,,0
40:51.5,58,108,1041,0,1,9.8,83.5,0,14.5,14.5,,,0
40:51.6,58,108,1041,0,1,9.8,83.5,0,14.5,14.5,,,0
40:51.7,58,108,1041,0,1,9.8,83.5,0,14.1,14.5,,,0
40:51.8,58,108,1041,0,1,9.8,83.5,0,14.1,14.5,,,0
40:51.8,58,108,1041,0,1,9.8,83.5,0,14.1,14.5,,,0
40:51.9,58,108,1041,0,1,9.8,83.5,0,14.1,14.5,,,0
40:52.0,58,108,1038,0,1,9.8,83.5,0,14.1,14.5,,,0
40:52.1,58,108,1038,0,1,9.8,83.5,0,14.1,14.5,,,0
40:52.2,58,108,1038,0,1,9.8,83.5,0,14.1,14.5,,,0
40:52.3,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.4,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.5,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.6,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.7,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.7,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.8,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:52.9,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:53.0,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:53.1,58,108,1038,0,1,9.74,83.5,0,14.1,14.5,,,0
40:53.2,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.3,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.4,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.5,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.6,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.6,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.7,58,108,1038,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.8,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:53.9,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:54.0,58,108,1039,0,1,9.77,83.5,0,14.1,14.5,,,0
40:54.1,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.2,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.3,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.4,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.5,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.5,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.6,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.7,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.8,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:54.9,58,108,1039,0,1,9.83,83.5,0,14.1,14.5,,,0
40:55.0,58,108,1039,0,1,9.74,83.5,0,14.1,14.5,,,0
40:55.1,58,108,1039,0,1,9.74,83.5,0,14.1,14.5,,,0
40:55.2,58,108,1039,0,1,9.74,83.5,0,14.1,14.5,,,0
40:55.3,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.4,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.4,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.5,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.6,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.7,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.8,58,108,1039,0,1,9.74,83.5,0,14.5,14.5,,,0
40:55.9,58,108,1039,0,1,9.72,83.5,0,14.5,14.5,,,0
40:56.0,58,108,1039,0,1,9.72,83.5,0,14.5,14.5,,,0
40:56.1,58,108,1039,0,1,9.72,83.5,0,14.5,14.5,,,0
40:56.2,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.3,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.4,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.5,58,108,1039,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.6,58,108,1040,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.6,58,108,1040,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.7,58,108,1040,0,1,9.72,83.5,0,14.1,14.5,,,0
40:56.8,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:56.9,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.0,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.1,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.2,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.3,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.4,58,108,1040,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.5,58,108,1041,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.5,58,108,1041,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.6,58,108,1041,0,1,9.69,83.5,0,14.1,14.5,,,0
40:57.7,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:57.8,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:57.9,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:58.0,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:58.1,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:58.2,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:58.3,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:58.4,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
40:58.4,58,108,1041,0,1,9.86,83.5,0,14.1,14.5,,,0
